Pcp_File_Version=4
    2
    1  -0.000000e+000  1.000000e+000  1.000000e+000
    2  -6.000000e+001  1.000000e+000  1.000000e+000
   61   0   0   1   x   h   Mat   Lay   Beta   Axz   Bxz   Dxz   Temp   Conc   SConc
   1   -0.000000e+000   5.770000e-002   1   1   9.551549e-001   1.000000e+000   1.000000e+000   1.000000e+000
   2   -1.000000e+000   6.430000e-002   1   1   7.592186e-001   1.000000e+000   1.000000e+000   1.000000e+000
   3   -2.000000e+000   6.820000e-002   1   1   2.281775e-001   1.000000e+000   1.000000e+000   1.000000e+000
   4   -3.000000e+000   7.060000e-002   1   1   6.777942e-001   1.000000e+000   1.000000e+000   1.000000e+000
   5   -4.000000e+000   7.230000e-002   1   1   6.338234e-001   1.000000e+000   1.000000e+000   1.000000e+000
   6   -5.000000e+000   7.350000e-002   1   1   9.130188e-001   1.000000e+000   1.000000e+000   1.000000e+000
   7   -6.000000e+000   7.450000e-002   1   1   2.368462e-001   1.000000e+000   1.000000e+000   1.000000e+000
   8   -7.000000e+000   7.540000e-002   1   1   2.645989e-001   1.000000e+000   1.000000e+000   1.000000e+000
   9   -8.000000e+000   7.620000e-002   1   1   8.340976e-002   1.000000e+000   1.000000e+000   1.000000e+000
   10   -9.000000e+000   7.700000e-002   1   1   8.057790e-001   1.000000e+000   1.000000e+000   1.000000e+000
   11   -1.000000e+001   7.770000e-002   1   1   9.551549e-001   1.000000e+000   1.000000e+000   1.000000e+000
   12   -1.100000e+001   7.860000e-002   1   1   7.592186e-001   1.000000e+000   1.000000e+000   1.000000e+000
   13   -1.200000e+001   7.950000e-002   1   1   2.281775e-001   1.000000e+000   1.000000e+000   1.000000e+000
   14   -1.300000e+001   8.040000e-002   1   1   6.777942e-001   1.000000e+000   1.000000e+000   1.000000e+000
   15   -1.400000e+001   8.120000e-002   1   1   6.338234e-001   1.000000e+000   1.000000e+000   1.000000e+000
   16   -1.500000e+001   8.200000e-002   1   1   9.130188e-001   1.000000e+000   1.000000e+000   1.000000e+000
   17   -1.600000e+001   8.270000e-002   1   1   2.368462e-001   1.000000e+000   1.000000e+000   1.000000e+000
   18   -1.700000e+001   8.340000e-002   1   1   2.645989e-001   1.000000e+000   1.000000e+000   1.000000e+000
   19   -1.800000e+001   8.400000e-002   1   1   8.340976e-002   1.000000e+000   1.000000e+000   1.000000e+000
   20   -1.900000e+001   8.450000e-002   1   1   8.057790e-001   1.000000e+000   1.000000e+000   1.000000e+000
   21   -2.000000e+001   8.500000e-002   1   1   9.551549e-001   1.000000e+000   1.000000e+000   1.000000e+000
   22   -2.100000e+001   8.540000e-002   1   1   7.592186e-001   1.000000e+000   1.000000e+000   1.000000e+000
   23   -2.200000e+001   8.590000e-002   1   1   2.281775e-001   1.000000e+000   1.000000e+000   1.000000e+000
   24   -2.300000e+001   8.630000e-002   1   1   6.777942e-001   1.000000e+000   1.000000e+000   1.000000e+000
   25   -2.400000e+001   8.650000e-002   1   1   6.338234e-001   1.000000e+000   1.000000e+000   1.000000e+000
   26   -2.500000e+001   8.670000e-002   1   1   9.130188e-001   1.000000e+000   1.000000e+000   1.000000e+000
   27   -2.600000e+001   8.670000e-002   1   1   2.368462e-001   1.000000e+000   1.000000e+000   1.000000e+000
   28   -2.700000e+001   8.660000e-002   1   1   2.645989e-001   1.000000e+000   1.000000e+000   1.000000e+000
   29   -2.800000e+001   8.640000e-002   1   1   8.340976e-002   1.000000e+000   1.000000e+000   1.000000e+000
   30   -2.900000e+001   8.610000e-002   1   1   8.057790e-001   1.000000e+000   1.000000e+000   1.000000e+000
   31   -3.000000e+001   8.570000e-002   1   1   9.551549e-001   1.000000e+000   1.000000e+000   1.000000e+000
   32   -3.100000e+001   8.520000e-002   1   1   7.592186e-001   1.000000e+000   1.000000e+000   1.000000e+000
   33   -3.200000e+001   8.460000e-002   1   1   2.281775e-001   1.000000e+000   1.000000e+000   1.000000e+000
   34   -3.300000e+001   8.380000e-002   1   1   6.777942e-001   1.000000e+000   1.000000e+000   1.000000e+000
   35   -3.400000e+001   8.280000e-002   1   1   6.338234e-001   1.000000e+000   1.000000e+000   1.000000e+000
   36   -3.500000e+001   8.160000e-002   1   1   9.130188e-001   1.000000e+000   1.000000e+000   1.000000e+000
   37   -3.600000e+001   8.010000e-002   1   1   2.368462e-001   1.000000e+000   1.000000e+000   1.000000e+000
   38   -3.700000e+001   7.830000e-002   1   1   2.645989e-001   1.000000e+000   1.000000e+000   1.000000e+000
   39   -3.800000e+001   7.620000e-002   1   1   8.340976e-002   1.000000e+000   1.000000e+000   1.000000e+000
   40   -3.900000e+001   7.390000e-002   1   1   8.057790e-001   1.000000e+000   1.000000e+000   1.000000e+000
   41   -4.000000e+001   7.150000e-002   1   1   9.551549e-001   1.000000e+000   1.000000e+000   1.000000e+000
   42   -4.100000e+001   6.890000e-002   1   1   7.592186e-001   1.000000e+000   1.000000e+000   1.000000e+000
   43   -4.200000e+001   6.640000e-002   1   1   2.281775e-001   1.000000e+000   1.000000e+000   1.000000e+000
   44   -4.300000e+001   6.390000e-002   1   1   6.777942e-001   1.000000e+000   1.000000e+000   1.000000e+000
   45   -4.400000e+001   6.190000e-002   1   1   6.338234e-001   1.000000e+000   1.000000e+000   1.000000e+000
   46   -4.500000e+001   6.040000e-002   1   1   9.130188e-001   1.000000e+000   1.000000e+000   1.000000e+000
   47   -4.600000e+001   5.950000e-002   1   1   2.368462e-001   1.000000e+000   1.000000e+000   1.000000e+000
   48   -4.700000e+001   5.900000e-002   1   1   2.645989e-001   1.000000e+000   1.000000e+000   1.000000e+000
   49   -4.800000e+001   5.870000e-002   1   1   8.340976e-002   1.000000e+000   1.000000e+000   1.000000e+000
   50   -4.900000e+001   5.850000e-002   1   1   8.057790e-001   1.000000e+000   1.000000e+000   1.000000e+000
   51   -5.000000e+001   5.830000e-002   1   1   9.551549e-001   1.000000e+000   1.000000e+000   1.000000e+000
   52   -5.100000e+001   5.810000e-002   1   1   7.592186e-001   1.000000e+000   1.000000e+000   1.000000e+000
   53   -5.200000e+001   5.780000e-002   1   1   2.281775e-001   1.000000e+000   1.000000e+000   1.000000e+000
   54   -5.300000e+001   5.740000e-002   1   1   6.777942e-001   1.000000e+000   1.000000e+000   1.000000e+000
   55   -5.400000e+001   5.690000e-002   1   1   6.338234e-001   1.000000e+000   1.000000e+000   1.000000e+000
